legacy_url,legacy_title,source_exports,post_types,final_destination,decision,rationale
https://na.org.za/?post_type=tsml_location&p=3187,The Haven Night Shelter,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3189,Medway Community Church,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3194,"316 Manenberg Avenue, Manenberg",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3196,Knysna,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3198,NG Helderberg Gemeente Church,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3201,Milnerton,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3207,"Meadowridge Primary School, off A Z Berman Drive",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3209,"St Clements Primary School, St Clements Way",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3211,Cape Town Drug Counselling Centre,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3213,"Cnr of Dolfyn Street and 5th ,Onse Hoop Sentrum ,Struisbaai Noord",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3217,Toringkerk Paarl Church hall (lower hall),narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3219,Noordhoek Community Centre,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3221,"Mitchell's Plain Family and Youth Centre, Corner of Kilimanjaro and Pyrenees Street",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3224,St Michael and All Angels Anglican Church,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3226,Bellville Presbyterian Church Office,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3228,Corner of Gordon Rd and 2nd Road,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3230,Observatory Community Recreation Centre Room 7,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3232,Kenilworth Community Presbyterian Church,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3234,"Harry Giddy Park, Mosselbay, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3237,Kommetjie Christian Church,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3240,Table View Neighborhood Watch Headquarters,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3244,Muizenberg Methodist Church,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3246,Somerset West United Church,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3248,"Cedar High School, entrance off Weltevreden Rd",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3251,Kuilsriver Public Library,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3254,"St Clements Primary School, St Clements Way",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3258,"St Mary's of Angels Catholic Church, 86 Lawrence Road, Athlone",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3264,Sea Point High School,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/?post_type=tsml_location&p=3266,Hanover Park Community Center,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/about,final-route,general public information consolidates in About NA pending page-level editorial expansion
https://na.org.za/about-na/,About NA,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,page,/about,final-route,organisation and history content consolidates in About NA
https://na.org.za/blog/hello-world/,Hello world!,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,post,/news,final-route,news and event content consolidates in the reviewed notices section
https://na.org.za/blog/locations/1-pam-rd-morningside-sandton-2057-south-africa-2/,"1 Pam Rd, Morningside, Sandton, 2057, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/10-cnr-central-and-noord-street-noordgesig-soweto-1804-2/,"10 Cnr Central and Noord street, Noordgesig, Soweto, 1804",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/10-tehore-rdmulbarton-johannesburg-south-2091/,"10 Tehore RdMulbarton, Johannesburg South, 2091",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/108-colorado-dr-riverlea-johannesburg-2093-south-africa-2/,"108 Colorado Dr, Riverlea, Johannesburg, 2093, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/1140-cornelius-st-weltevredenpark-roodepoort-1709-south-africa/,"1140 Cornelius St, Weltevredenpark, Roodepoort, 1709, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/115-grosvenor-rd-bryanston-sandton-2191-south-africa/,"115 Grosvenor Rd, Bryanston, Sandton, 2191, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/133-plane-road-spartan-kempton-park-1619/,"133 Plane Road, Spartan, Kempton Park, 1619",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/134-gardiner-street-brakpan-1540/,134 Gardiner street Brakpan 1540,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/152-market-street-fairlands/,"152 Market Street, Fairlands",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/1559-link-st-orange-farm-johannesburg-1841-south-africa/,"1559 Link St, Orange Farm, Johannesburg, 1841, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/1607-kanya-rd-senaoane-soweto-1818-south-africa-2/,"1607 Kanya Rd, Senaoane, Soweto, 1818, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/1607-kanya-rd-senaoane-soweto-1818-south-africa/,"1607 Kanya Rd, Senaoane, Soweto, 1818, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/1607-kanya-road-and-umthwalume-street-senaone-mvezo-community-center/,1607 Kanya Road and Umthwalume Street.Senaone. Mvezo community center,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/166-south-road-walkers-fruit-farms-2/,"166 South Road, Walkers Fruit Farms",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/16b-penguin-dr-norscot-fourways-sandton-2055/,"16b Penguin Dr, Norscot, Fourways, Sandton, 2055",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/18-high-rd-orchards-johannesburg-2192/,"18 High Rd, Orchards, Johannesburg, 2192",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/19027-somo-st-pretoria-0122-south-africa/,"19027 Somo St, Pretoria, 0122, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/1954-peacock-str-lenasia-south-1827-2/,"1954 Peacock str, Lenasia South, 1827",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/1st-rosebank-air-scouts-hall/,1st Rosebank Air Scouts Hall,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/2-diamant-st-toekomsrus-randfontein-1765-south-africa-2/,"2 Diamant St, Toekomsrus, Randfontein, 1765, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/20a-7th-ave-parktown-north-johannesburg-2193-2/,"20A 7th Ave, Parktown North, Johannesburg, 2193",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/243-6th-ave-mid-ennerdale-johannesburg-1830-south-africa-2/,"243 6th Ave, Mid-Ennerdale, Johannesburg, 1830, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/25-vrede-street-fochville/,"25 vrede street, fochville",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/253-bryanston-drive-2/,253 Bryanston Drive,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/27-george-ave-fairmount-johannesburg-2192-south-africa-2/,"27 George Ave, Fairmount, Johannesburg, 2192, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/272-york-ave-ferndale-randburg-2194/,"272 York Ave, Ferndale, Randburg, 2194",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/29-dippenaar-rd-noordheuwel-krugersdorp-1739-south-africa/,"29 Dippenaar Rd, Noordheuwel, Krugersdorp, 1739, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/31-richard-rd-kengies-sandton-2055/,"31 Richard Rd, Kengies, Sandton, 2055",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/3131-bolani-rd-zola-soweto-1878/,"3131 Bolani Rd, Zola, Soweto, 1878",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/33747-indaba-street-tsakane-2/,"33747 Indaba Street, Tsakane",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/3707b-molatedi-street-zone3-diepkloof/,3707B Molatedi Street Zone3 Diepkloof,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/3859-sebati-street-ext-1-vosloorus-1475-2/,"3859 Sebati street, Ext 1 Vosloorus 1475",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/386-e-bank-ave-alexandra-2014-south-africa-2/,"386 E Bank Ave, Alexandra, 2014, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/4-hoy-st-newclare-randburg-2/,"4 Hoy St, Newclare, Randburg",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/40-gaysingh-rd-northdale-pietermaritzburg-3201-south-africa/,"40 Gaysingh Rd, Northdale, Pietermaritzburg, 3201, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/41-pretoria-street-oaklands-2/,41 Pretoria street oaklands,narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/420-york-ave-ferndale-randburg-2194-south-africa-2/,"420 York Ave, Ferndale, Randburg, 2194, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/43-madeline-st-florida-roodepoort-1709/,"43 Madeline St, Florida, Roodepoort, 1709",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/45-lily-ave-northcliff-randburg-2115-south-africa-2/,"45 Lily Ave, Northcliff, Randburg, 2115, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/5-suikerbos-street-lenasia-2/,"5 Suikerbos Street, Lenasia",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/50-saxon-rd-sandhurst-sandton-2196-south-africa/,"50 Saxon Rd, Sandhurst, Sandton, 2196, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/556-chester-street-lenasia-south-johannesburg/,"556 Chester street, Lenasia South, Johannesburg",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/5634-unity-boulevard-ext-2-bram-fischerville/,"5634 Unity Boulevard ext 2, Bram Fischerville",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/6-brink-st-bryanbrink-randburg-2194-johannesburg-south-africa-2/,"6 Brink St, Bryanbrink, Randburg, 2194 Johannesburg, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/65-foyle-ave-crosby-johannesburg-2092/,"65 Foyle Ave, Crosby, Johannesburg, 2092",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/67-nanyuki-rd-sunninghill-sandton-2157-south-africa-3/,"67 Nanyuki Rd, Sunninghill, Sandton, 2157, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/68-6th-ave-edenvale-1609-south-africa/,"68 6th Ave, Edenvale, 1609, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/68-7th-ave-parktown-north-2/,"68 7th Ave, Parktown North",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/71-cr-swart-drboskruin-randburg-2188-2/,"71 CR Swart DrBoskruin, Randburg, 2188",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/7644-eben-cuyler-dr-diepkloof-zone-1-diepmeadow-1862-south-africa-2/,"7644 Eben Cuyler Dr, Diepkloof Zone 1, Diepmeadow, 1862, South Africa",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/8-marilyn-street-towerby-2190/,"8 Marilyn street, Towerby, 2190",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/827-elias-motsoaledi-road-moroka-soweto-1860/,"827 Elias Motsoaledi Road, Moroka, Soweto 1860",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/86-buitekant-st-alabama-klerksdorp/,"86 Buitekant St, Alabama, Klerksdorp",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/90-abraham-st-mantervrede-ah-vanderbijlpark-1900/,"90 Abraham St, Mantervrede AH, Vanderbijlpark, 1900",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/92-voortrekker-ave-edenvale-1609-2/,"92 Voortrekker Ave, Edenvale, 1609",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
https://na.org.za/blog/locations/929-leoatleng-street-central-western-jabavu-2/,"929 Leoatleng Street, Central Western Jabavu",narcoticsanonymoussouthafricaregion.WordPress.2026-08-16.xml,tsml_location,/meetings,final-route,"meeting/location URLs use the structured finder with filters, map pins, and directions"
